LSOA11CD,LSOA11NM,LSOA21CD,LSOA21NM,LAD22CD,LAD22NM
E01033572,Barnet 030E,E01033920,Barnet 042F,E09000003,Barnet
E01033572,Barnet 030E,E01033925,Barnet 043E,E09000003,Barnet
E01033573,Barnet 030F,E01033917,Barnet 042C,E09000003,Barnet
E01000403,Bexley 004A,E01000403,Bexley 004A,E09000004,Bexley
E01000369,Bexley 014C,E01000369,Bexley 014C,E09000004,Bexley
E01000444,Bexley 023B,E01000444,Bexley 023B,E09000004,Bexley
E01000370,Bexley 014D,E01000370,Bexley 014D,E09000004,Bexley
E01000447,Bexley 023C,E01000447,Bexley 023C,E09000004,Bexley
E01000404,Bexley 004B,E01000404,Bexley 004B,E09000004,Bexley
E01000371,Bexley 014E,E01000371,Bexley 014E,E09000004,Bexley
E01000448,Bexley 023D,E01000448,Bexley 023D,E09000004,Bexley
E01000405,Bexley 004C,E01000405,Bexley 004C,E09000004,Bexley
E01000408,Bexley 004D,E01000408,Bexley 004D,E09000004,Bexley
E01000332,Bexley 005A,E01000332,Bexley 005A,E09000004,Bexley
E01000402,Bexley 005B,E01000402,Bexley 005B,E09000004,Bexley
E01000406,Bexley 005C,E01000406,Bexley 005C,E09000004,Bexley
E01000407,Bexley 005D,E01000407,Bexley 005D,E09000004,Bexley
E01000334,Bexley 006A,E01000334,Bexley 006A,E09000004,Bexley
E01000417,Bexley 006B,E01000417,Bexley 006B,E09000004,Bexley
E01000419,Bexley 006C,E01000419,Bexley 006C,E09000004,Bexley
E01000420,Bexley 006D,E01000420,Bexley 006D,E09000004,Bexley
E01000442,Bexley 006E,E01000442,Bexley 006E,E09000004,Bexley
E01000437,Bexley 007A,E01000437,Bexley 007A,E09000004,Bexley
E01000438,Bexley 007B,E01000438,Bexley 007B,E09000004,Bexley
E01000439,Bexley 007C,E01000439,Bexley 007C,E09000004,Bexley
E01000440,Bexley 007D,E01000440,Bexley 007D,E09000004,Bexley
E01000441,Bexley 007E,E01000441,Bexley 007E,E09000004,Bexley
E01000373,Bexley 008A,E01000373,Bexley 008A,E09000004,Bexley
E01000429,Bexley 008B,E01000429,Bexley 008B,E09000004,Bexley
E01000430,Bexley 008C,E01000430,Bexley 008C,E09000004,Bexley
E01000431,Bexley 008D,E01000431,Bexley 008D,E09000004,Bexley
E01000432,Bexley 008E,E01033789,Bexley 008H,E09000004,Bexley
E01000432,Bexley 008E,E01033790,Bexley 008I,E09000004,Bexley
E01000433,Bexley 008F,E01000433,Bexley 008F,E09000004,Bexley
E01000434,Bexley 008G,E01000434,Bexley 008G,E09000004,Bexley
E01000356,Bexley 009A,E01000356,Bexley 009A,E09000004,Bexley
E01000357,Bexley 009B,E01000357,Bexley 009B,E09000004,Bexley
E01000359,Bexley 009C,E01000359,Bexley 009C,E09000004,Bexley
E01000421,Bexley 009D,E01000421,Bexley 009D,E09000004,Bexley
E01000450,Bexley 009E,E01000450,Bexley 009E,E09000004,Bexley
E01000451,Bexley 009F,E01000451,Bexley 009F,E09000004,Bexley
E01000452,Bexley 009G,E01000452,Bexley 009G,E09000004,Bexley
E01000367,Bexley 010A,E01000367,Bexley 010A,E09000004,Bexley
E01000368,Bexley 010B,E01000368,Bexley 010B,E09000004,Bexley
E01000372,Bexley 010C,E01000372,Bexley 010C,E09000004,Bexley
E01000380,Bexley 010D,E01000380,Bexley 010D,E09000004,Bexley
E01000435,Bexley 010E,E01000435,Bexley 010E,E09000004,Bexley
E01000353,Bexley 011A,E01000353,Bexley 011A,E09000004,Bexley
E01000354,Bexley 011B,E01000354,Bexley 011B,E09000004,Bexley
E01000355,Bexley 011C,E01000355,Bexley 011C,E09000004,Bexley
E01000358,Bexley 011D,E01000358,Bexley 011D,E09000004,Bexley
E01000436,Bexley 011E,E01000436,Bexley 011E,E09000004,Bexley
E01000401,Bexley 013A,E01000401,Bexley 013A,E09000004,Bexley
E01000453,Bexley 013B,E01000453,Bexley 013B,E09000004,Bexley
E01000454,Bexley 013C,E01000454,Bexley 013C,E09000004,Bexley
E01000455,Bexley 013D,E01000455,Bexley 013D,E09000004,Bexley
E01000456,Bexley 013E,E01000456,Bexley 013E,E09000004,Bexley
E01000325,Bexley 014A,E01000325,Bexley 014A,E09000004,Bexley
E01000326,Bexley 014B,E01000326,Bexley 014B,E09000004,Bexley
E01000360,Bexley 015A,E01000360,Bexley 015A,E09000004,Bexley
E01000449,Bexley 023E,E01000449,Bexley 023E,E09000004,Bexley
E01000362,Bexley 015B,E01000362,Bexley 015B,E09000004,Bexley
E01000351,Bexley 024A,E01000351,Bexley 024A,E09000004,Bexley
E01000365,Bexley 015C,E01000365,Bexley 015C,E09000004,Bexley
E01000443,Bexley 024B,E01000443,Bexley 024B,E09000004,Bexley
E01000366,Bexley 015D,E01000366,Bexley 015D,E09000004,Bexley
E01000445,Bexley 024C,E01000445,Bexley 024C,E09000004,Bexley
E01000394,Bexley 015E,E01000394,Bexley 015E,E09000004,Bexley
E01000446,Bexley 024D,E01000446,Bexley 024D,E09000004,Bexley
E01000388,Bexley 016A,E01000388,Bexley 016A,E09000004,Bexley
E01000461,Bexley 024E,E01000461,Bexley 024E,E09000004,Bexley
E01000392,Bexley 016B,E01000392,Bexley 016B,E09000004,Bexley
E01000339,Bexley 025A,E01000339,Bexley 025A,E09000004,Bexley
E01000409,Bexley 016C,E01000409,Bexley 016C,E09000004,Bexley
E01000344,Bexley 025B,E01000344,Bexley 025B,E09000004,Bexley
E01000411,Bexley 016D,E01000411,Bexley 016D,E09000004,Bexley
E01000423,Bexley 025C,E01000423,Bexley 025C,E09000004,Bexley
E01000414,Bexley 016E,E01000414,Bexley 016E,E09000004,Bexley
E01000425,Bexley 025D,E01000425,Bexley 025D,E09000004,Bexley
E01000415,Bexley 016F,E01000415,Bexley 016F,E09000004,Bexley
E01000463,Bexley 025E,E01000463,Bexley 025E,E09000004,Bexley
E01000327,Bexley 017A,E01000327,Bexley 017A,E09000004,Bexley
E01000424,Bexley 026A,E01000424,Bexley 026A,E09000004,Bexley
E01000328,Bexley 017B,E01000328,Bexley 017B,E09000004,Bexley
E01000426,Bexley 026B,E01000426,Bexley 026B,E09000004,Bexley
E01000329,Bexley 017C,E01000329,Bexley 017C,E09000004,Bexley
E01000427,Bexley 026C,E01000427,Bexley 026C,E09000004,Bexley
E01000330,Bexley 017D,E01000330,Bexley 017D,E09000004,Bexley
E01000457,Bexley 026D,E01000457,Bexley 026D,E09000004,Bexley
E01000331,Bexley 017E,E01000331,Bexley 017E,E09000004,Bexley
E01000462,Bexley 026E,E01000462,Bexley 026E,E09000004,Bexley
E01000340,Bexley 018A,E01000340,Bexley 018A,E09000004,Bexley
E01000382,Bexley 027A,E01000382,Bexley 027A,E09000004,Bexley
E01000395,Bexley 018B,E01000395,Bexley 018B,E09000004,Bexley
E01000384,Bexley 027B,E01000384,Bexley 027B,E09000004,Bexley
E01000396,Bexley 018C,E01000396,Bexley 018C,E09000004,Bexley
E01000387,Bexley 027C,E01000387,Bexley 027C,E09000004,Bexley
E01000410,Bexley 018D,E01000410,Bexley 018D,E09000004,Bexley
E01000412,Bexley 018E,E01000412,Bexley 018E,E09000004,Bexley
E01000413,Bexley 018F,E01000413,Bexley 018F,E09000004,Bexley
E01000374,Bexley 019A,E01000374,Bexley 019A,E09000004,Bexley
E01000375,Bexley 019B,E01000375,Bexley 019B,E09000004,Bexley
E01000376,Bexley 019C,E01000376,Bexley 019C,E09000004,Bexley
E01000377,Bexley 019D,E01000377,Bexley 019D,E09000004,Bexley
E01000378,Bexley 019E,E01033791,Bexley 019G,E09000004,Bexley
E01000378,Bexley 019E,E01033792,Bexley 019H,E09000004,Bexley
E01000379,Bexley 019F,E01000379,Bexley 019F,E09000004,Bexley
E01000348,Bexley 020A,E01000348,Bexley 020A,E09000004,Bexley
E01000349,Bexley 020B,E01000349,Bexley 020B,E09000004,Bexley
E01000361,Bexley 020C,E01000361,Bexley 020C,E09000004,Bexley
E01000363,Bexley 020D,E01000363,Bexley 020D,E09000004,Bexley
E01000389,Bexley 020E,E01000389,Bexley 020E,E09000004,Bexley
E01000390,Bexley 020F,E01000390,Bexley 020F,E09000004,Bexley
E01000393,Bexley 020G,E01000393,Bexley 020G,E09000004,Bexley
E01000346,Bexley 021A,E01000346,Bexley 021A,E09000004,Bexley
E01000347,Bexley 021B,E01000347,Bexley 021B,E09000004,Bexley
E01000350,Bexley 021C,E01000350,Bexley 021C,E09000004,Bexley
E01000352,Bexley 021D,E01000352,Bexley 021D,E09000004,Bexley
E01000391,Bexley 021E,E01000391,Bexley 021E,E09000004,Bexley
E01000341,Bexley 022A,E01000341,Bexley 022A,E09000004,Bexley
E01000342,Bexley 022B,E01000342,Bexley 022B,E09000004,Bexley
E01000343,Bexley 022C,E01000343,Bexley 022C,E09000004,Bexley
E01000345,Bexley 022D,E01000345,Bexley 022D,E09000004,Bexley
E01000460,Bexley 022E,E01000460,Bexley 022E,E09000004,Bexley
E01000364,Bexley 023A,E01000364,Bexley 023A,E09000004,Bexley
E01000428,Bexley 027D,E01000428,Bexley 027D,E09000004,Bexley
E01000458,Bexley 027E,E01000458,Bexley 027E,E09000004,Bexley
E01000459,Bexley 027F,E01000459,Bexley 027F,E09000004,Bexley
E01000381,Bexley 028A,E01000381,Bexley 028A,E09000004,Bexley
E01000383,Bexley 028B,E01000383,Bexley 028B,E09000004,Bexley
E01000385,Bexley 028C,E01000385,Bexley 028C,E09000004,Bexley
E01000386,Bexley 028D,E01000386,Bexley 028D,E09000004,Bexley
E01000398,Bexley 029A,E01000398,Bexley 029A,E09000004,Bexley
E01000399,Bexley 029B,E01000399,Bexley 029B,E09000004,Bexley
E01000400,Bexley 029C,E01000400,Bexley 029C,E09000004,Bexley
E01032566,Bexley 029D,E01032566,Bexley 029D,E09000004,Bexley
E01000466,Bexley 001A,E01000466,Bexley 001A,E09000004,Bexley
E01000467,Bexley 001B,E01000467,Bexley 001B,E09000004,Bexley
E01000468,Bexley 001C,E01000468,Bexley 001C,E09000004,Bexley
E01000469,Bexley 001D,E01000469,Bexley 001D,E09000004,Bexley
E01000416,Bexley 002A,E01000416,Bexley 002A,E09000004,Bexley
E01000418,Bexley 002B,E01000418,Bexley 002B,E09000004,Bexley
E01000422,Bexley 002C,E01000422,Bexley 002C,E09000004,Bexley
E01000464,Bexley 002D,E01000464,Bexley 002D,E09000004,Bexley
E01000465,Bexley 002E,E01000465,Bexley 002E,E09000004,Bexley
E01000470,Bexley 002F,E01000470,Bexley 002F,E09000004,Bexley
E01000333,Bexley 003A,E01000333,Bexley 003A,E09000004,Bexley
E01000335,Bexley 003B,E01000335,Bexley 003B,E09000004,Bexley
E01000336,Bexley 003C,E01000336,Bexley 003C,E09000004,Bexley
E01000337,Bexley 003D,E01000337,Bexley 003D,E09000004,Bexley
E01000338,Bexley 003E,E01000338,Bexley 003E,E09000004,Bexley
E01000553,Brent 015A,E01000553,Brent 015A,E09000005,Brent
E01000519,Brent 005B,E01000519,Brent 005B,E09000005,Brent
E01000638,Brent 024A,E01000638,Brent 024A,E09000005,Brent
E01000532,Brent 033C,E01000532,Brent 033C,E09000005,Brent
E01000640,Brent 024B,E01000640,Brent 024B,E09000005,Brent
E01000534,Brent 033D,E01000534,Brent 033D,E09000005,Brent
E01000623,Brent 005C,E01000623,Brent 005C,E09000005,Brent
E01000554,Brent 015B,E01000554,Brent 015B,E09000005,Brent
E01000641,Brent 024C,E01000641,Brent 024C,E09000005,Brent
E01000584,Brent 033E,E01000584,Brent 033E,E09000005,Brent
E01000624,Brent 005D,E01000624,Brent 005D,E09000005,Brent
E01000555,Brent 015C,E01000555,Brent 015C,E09000005,Brent
E01000643,Brent 024D,E01000643,Brent 024D,E09000005,Brent
E01000585,Brent 033F,E01000585,Brent 033F,E09000005,Brent
E01000629,Brent 005E,E01000629,Brent 005E,E09000005,Brent
E01000556,Brent 015D,E01000556,Brent 015D,E09000005,Brent
E01000508,Brent 025A,E01000508,Brent 025A,E09000005,Brent
E01000544,Brent 034A,E01000544,Brent 034A,E09000005,Brent
E01000480,Brent 006A,E01000480,Brent 006A,E09000005,Brent
E01000557,Brent 015E,E01000557,Brent 015E,E09000005,Brent
E01000521,Brent 025B,E01000521,Brent 025B,E09000005,Brent
E01000550,Brent 034B,E01000550,Brent 034B,E09000005,Brent
E01000484,Brent 006B,E01000484,Brent 006B,E09000005,Brent
E01000558,Brent 015F,E01000558,Brent 015F,E09000005,Brent
E01000485,Brent 006C,E01000485,Brent 006C,E09000005,Brent
E01000551,Brent 034C,E01000551,Brent 034C,E09000005,Brent
E01000552,Brent 034D,E01000552,Brent 034D,E09000005,Brent
E01000486,Brent 006D,E01000486,Brent 006D,E09000005,Brent
E01000567,Brent 016A,E01000567,Brent 016A,E09000005,Brent
E01000522,Brent 025C,E01000522,Brent 025C,E09000005,Brent
E01000526,Brent 025D,E01000526,Brent 025D,E09000005,Brent
E01000527,Brent 025E,E01000527,Brent 025E,E09000005,Brent
E01000528,Brent 025F,E01000528,Brent 025F,E09000005,Brent
E01000606,Brent 016B,E01000606,Brent 016B,E09000005,Brent
E01000487,Brent 006E,E01000487,Brent 006E,E09000005,Brent
E01000471,Brent 026A,E01000471,Brent 026A,E09000005,Brent
E01000609,Brent 016C,E01000609,Brent 016C,E09000005,Brent
E01000572,Brent 007A,E01000572,Brent 007A,E09000005,Brent
E01000474,Brent 026B,E01000474,Brent 026B,E09000005,Brent
E01000611,Brent 016D,E01000611,Brent 016D,E09000005,Brent
E01000573,Brent 007B,E01000573,Brent 007B,E09000005,Brent
E01000476,Brent 026C,E01000476,Brent 026C,E09000005,Brent
E01000615,Brent 017B,E01000615,Brent 036A,E09000005,Brent
E01000574,Brent 007C,E01000574,Brent 007C,E09000005,Brent
E01000477,Brent 026D,E01000477,Brent 026D,E09000005,Brent
E01000617,Brent 017C,E01000617,Brent 036B,E09000005,Brent
E01000575,Brent 007D,E01000575,Brent 007D,E09000005,Brent
E01000630,Brent 026E,E01000630,Brent 026E,E09000005,Brent
E01000618,Brent 017D,E01000618,Brent 036D,E09000005,Brent
E01000619,Brent 017E,E01000619,Brent 036C,E09000005,Brent
E01033424,Brent 017F,E01033940,Brent 035B,E09000005,Brent
E01033424,Brent 017F,E01033941,Brent 035C,E09000005,Brent
E01033424,Brent 017F,E01033942,Brent 035D,E09000005,Brent
E01033457,Brent 017G,E01033457,Brent 035A,E09000005,Brent
E01000504,Brent 018A,E01000504,Brent 018A,E09000005,Brent
E01000505,Brent 018B,E01000505,Brent 018B,E09000005,Brent
E01000507,Brent 018C,E01000507,Brent 018C,E09000005,Brent
E01000512,Brent 018D,E01000512,Brent 018D,E09000005,Brent
E01000559,Brent 018E,E01000559,Brent 018E,E09000005,Brent
E01000610,Brent 019A,E01000610,Brent 019A,E09000005,Brent
E01000612,Brent 019B,E01000612,Brent 019B,E09000005,Brent
E01000631,Brent 019C,E01000631,Brent 019C,E09000005,Brent
E01000633,Brent 019D,E01000633,Brent 019D,E09000005,Brent
E01000634,Brent 019E,E01000634,Brent 019E,E09000005,Brent
E01000616,Brent 020A,E01000616,Brent 020A,E09000005,Brent
E01000620,Brent 020B,E01000620,Brent 020B,E09000005,Brent
E01000621,Brent 020C,E01000621,Brent 020C,E09000005,Brent
E01000635,Brent 020D,E01033935,Brent 020F,E09000005,Brent
E01000635,Brent 020D,E01033936,Brent 020G,E09000005,Brent
E01000636,Brent 020E,E01000636,Brent 020E,E09000005,Brent
E01000596,Brent 021A,E01000596,Brent 021A,E09000005,Brent
E01000601,Brent 021B,E01000601,Brent 021B,E09000005,Brent
E01000602,Brent 021C,E01000602,Brent 021C,E09000005,Brent
E01000603,Brent 021D,E01000603,Brent 021D,E09000005,Brent
E01000604,Brent 021E,E01000604,Brent 021E,E09000005,Brent
E01000605,Brent 021F,E01000605,Brent 021F,E09000005,Brent
E01000488,Brent 022A,E01000488,Brent 022A,E09000005,Brent
E01000637,Brent 022B,E01000637,Brent 022B,E09000005,Brent
E01000639,Brent 022C,E01000639,Brent 022C,E09000005,Brent
E01000642,Brent 022D,E01000642,Brent 022D,E09000005,Brent
E01000644,Brent 022E,E01000644,Brent 022E,E09000005,Brent
E01000490,Brent 023A,E01000490,Brent 023A,E09000005,Brent
E01000494,Brent 023B,E01000494,Brent 023B,E09000005,Brent
E01000495,Brent 023C,E01000495,Brent 023C,E09000005,Brent
E01000560,Brent 023D,E01000560,Brent 023D,E09000005,Brent
E01000561,Brent 023E,E01000561,Brent 023E,E09000005,Brent
E01000577,Brent 007E,E01000577,Brent 007E,E09000005,Brent
E01000595,Brent 027A,E01000595,Brent 027A,E09000005,Brent
E01000587,Brent 001A,E01000587,Brent 001A,E09000005,Brent
E01000589,Brent 001B,E01000589,Brent 001B,E09000005,Brent
E01000590,Brent 001C,E01000590,Brent 001C,E09000005,Brent
E01000592,Brent 001D,E01000592,Brent 001D,E09000005,Brent
E01000593,Brent 001E,E01000593,Brent 001E,E09000005,Brent
E01000594,Brent 001F,E01000594,Brent 001F,E09000005,Brent
E01000513,Brent 002A,E01000513,Brent 002A,E09000005,Brent
E01000514,Brent 002B,E01000514,Brent 002B,E09000005,Brent
E01000516,Brent 002C,E01000516,Brent 002C,E09000005,Brent
E01000520,Brent 002D,E01000520,Brent 002D,E09000005,Brent
E01000588,Brent 002E,E01033929,Brent 002F,E09000005,Brent
E01000588,Brent 002E,E01033930,Brent 002G,E09000005,Brent
E01000515,Brent 003A,E01000515,Brent 003A,E09000005,Brent
E01000517,Brent 003B,E01000517,Brent 003B,E09000005,Brent
E01000543,Brent 003E,E01000543,Brent 003E,E09000005,Brent
E01000591,Brent 003F,E01000591,Brent 003F,E09000005,Brent
E01033463,Brent 003G,E01033463,Brent 003G,E09000005,Brent
E01000536,Brent 004A,E01000536,Brent 004A,E09000005,Brent
E01000538,Brent 004B,E01000538,Brent 004B,E09000005,Brent
E01000539,Brent 004C,E01000539,Brent 004C,E09000005,Brent
E01000540,Brent 004D,E01000540,Brent 004D,E09000005,Brent
E01000541,Brent 004E,E01000541,Brent 004E,E09000005,Brent
E01000518,Brent 005A,E01000518,Brent 005A,E09000005,Brent
E01000599,Brent 027D,E01000599,Brent 027D,E09000005,Brent
E01000562,Brent 008A,E01000562,Brent 008A,E09000005,Brent
E01000563,Brent 008B,E01000563,Brent 008B,E09000005,Brent
E01000566,Brent 008C,E01000566,Brent 008C,E09000005,Brent
E01000568,Brent 008D,E01000568,Brent 008D,E09000005,Brent
E01000569,Brent 008E,E01000569,Brent 008E,E09000005,Brent
E01000479,Brent 009A,E01000479,Brent 009A,E09000005,Brent
E01000481,Brent 009B,E01000481,Brent 009B,E09000005,Brent
E01000482,Brent 009C,E01033931,Brent 009F,E09000005,Brent
E01000482,Brent 009C,E01033932,Brent 009G,E09000005,Brent
E01000483,Brent 009D,E01000483,Brent 009D,E09000005,Brent
E01000625,Brent 009E,E01000625,Brent 009E,E09000005,Brent
E01000498,Brent 010B,E01000498,Brent 010B,E09000005,Brent
E01000622,Brent 010D,E01000622,Brent 010D,E09000005,Brent
E01000626,Brent 010E,E01000626,Brent 010E,E09000005,Brent
E01033464,Brent 010F,E01033933,Brent 010G,E09000005,Brent
E01033464,Brent 010F,E01033934,Brent 010H,E09000005,Brent
E01000497,Brent 011A,E01000497,Brent 011A,E09000005,Brent
E01000499,Brent 011B,E01000499,Brent 011B,E09000005,Brent
E01000501,Brent 011C,E01000501,Brent 011C,E09000005,Brent
E01000502,Brent 011D,E01000502,Brent 011D,E09000005,Brent
E01000503,Brent 011E,E01000503,Brent 011E,E09000005,Brent
E01000570,Brent 012A,E01000570,Brent 012A,E09000005,Brent
E01000571,Brent 012B,E01000571,Brent 012B,E09000005,Brent
E01000576,Brent 012C,E01000576,Brent 012C,E09000005,Brent
E01000578,Brent 012D,E01000578,Brent 012D,E09000005,Brent
E01000564,Brent 013A,E01000564,Brent 013A,E09000005,Brent
E01000565,Brent 013B,E01000565,Brent 013B,E09000005,Brent
E01000607,Brent 013C,E01000607,Brent 013C,E09000005,Brent
E01000608,Brent 013D,E01000608,Brent 013D,E09000005,Brent
E01000613,Brent 013E,E01000613,Brent 013E,E09000005,Brent
E01000506,Brent 014A,E01000506,Brent 014A,E09000005,Brent
E01000509,Brent 014B,E01000509,Brent 014B,E09000005,Brent
E01000510,Brent 014C,E01000510,Brent 014C,E09000005,Brent
E01000511,Brent 014D,E01000511,Brent 014D,E09000005,Brent
E01000627,Brent 014E,E01000627,Brent 014E,E09000005,Brent
E01000600,Brent 027E,E01033937,Brent 027G,E09000005,Brent
E01000628,Brent 014F,E01000628,Brent 014F,E09000005,Brent
E01000600,Brent 027E,E01033938,Brent 027H,E09000005,Brent
E01000600,Brent 027E,E01033939,Brent 027I,E09000005,Brent
E01033456,Brent 027F,E01033456,Brent 027F,E09000005,Brent
E01000545,Brent 028A,E01000545,Brent 028A,E09000005,Brent
E01000546,Brent 028B,E01000546,Brent 028B,E09000005,Brent
E01000547,Brent 028C,E01000547,Brent 028C,E09000005,Brent
E01000548,Brent 028D,E01000548,Brent 028D,E09000005,Brent
E01000549,Brent 028E,E01000549,Brent 028E,E09000005,Brent
E01000472,Brent 029A,E01000472,Brent 029A,E09000005,Brent
E01000473,Brent 029B,E01000473,Brent 029B,E09000005,Brent
E01000475,Brent 029C,E01000475,Brent 029C,E09000005,Brent
E01000478,Brent 029D,E01000478,Brent 029D,E09000005,Brent
E01000632,Brent 029E,E01000632,Brent 029E,E09000005,Brent
